terminal_id,borough,zone
6115.06,Manhattan,Manhattan Community Board 2
4543.07,Brooklyn,Bedford-Stuyvesant
5501.06,Queens County,NONE
3420.01,Brooklyn,NONE
7967.04,The Bronx,Bronx County
3544.02,Brooklyn,NONE
4392.04,Brooklyn,Bedford-Stuyvesant
4208.01,Brooklyn,NONE
3359.03,Brooklyn,NONE
6425.04,Manhattan,Manhattan Community Board 4
7504.18,Manhattan,Manhattan Community Board 11
6203.02,Queens County,NONE
6242.1,Queens County,Sunnyside Gardens
5779.1,Manhattan,Manhattan Community Board 6
5137.11,Manhattan,Whitehall
7800.03,Manhattan,Manhattan Community Board 9
4212.01,Brooklyn,Ocean Hill
4829.01,Brooklyn,Dumbo
4843.01,Brooklyn,NONE
3246.06,Brooklyn,NONE
6493.03,Queens County,NONE
8699.01,The Bronx,Bedford Park
3845.05,Brooklyn,NONE
4510.04,Brooklyn,Bedford-Stuyvesant
6191.06,Queens County,Woodside
8123.02,Manhattan,Manhattan Community Board 12
5403.05,Brooklyn,NONE
6030.04,Manhattan,Manhattan Community Board 2
6179.07,Queens County,Hunters Point
6605.08,Queens County,NONE
5553.1,Manhattan,Alphabet City
3125.09,Brooklyn,Kensington
8167.02,The Bronx,Charlotte Gardens
5506.14,Manhattan,East Village
8582.09,The Bronx,Belmont
4395.07,Brooklyn,NONE
4837.03,Queens County,Ridgewood
5575.08,Manhattan,East Village
6298.04,Queens County,NONE
7983.04,The Bronx,Bronx County
6374.05,Queens County,NONE
3555.04,Brooklyn,South Slope
8566.05,The Bronx,Fordham
5880.02,Manhattan,Manhattan Community Board 2
5545.04,Manhattan,Alphabet City
6319.07,Queens County,NONE
8085.05,Manhattan,Manhattan Community Board 9
6996.01,Queens County,Astoria
8186.01,The Bronx,Charlotte Gardens
4452.01,Brooklyn,Clinton Hill
5099.02,Brooklyn,NONE
4759.02,Brooklyn,NONE
3113.06,Brooklyn,Kensington
6735.03,Queens County,NONE
5406.02,Manhattan,Lower East Side
4546.04,Brooklyn,NONE
4441.06,Brooklyn,NONE
4354.05,Brooklyn,NONE
4055.04,Brooklyn,Ocean Hill
7942.07,Manhattan,Manhattan Community Board 9
8236.01,The Bronx,East Tremont
5267.09,Brooklyn,NONE
5159.07,Manhattan,Manhattan Community Board 3
6887.03,Queens County,NONE
7342.01,Queens County,Steinway
5450.04,Brooklyn,Greenpoint
7082.08,Queens County,Steinway
5788.15,Manhattan,Manhattan Community Board 2
7759.08,The Bronx,Mott Haven
4031.05,Brooklyn,Ocean Hill
5616.01,Manhattan,Alphabet City
4428.02,Brooklyn,NONE
5489.04,Brooklyn,Greenpoint
4519.02,Brooklyn,Bedford-Stuyvesant
6422.08,Manhattan,Beekman
4001.09,Brooklyn,Prospect Heights
6492.04,Manhattan,Hudson Yards
5259.06,Brooklyn,NONE
6046.02,Manhattan,Manhattan Community Board 6
5553.03,Manhattan,Manhattan Community Board 3
7018.01,Queens County,Steinway
4687.03,Queens County,Ridgewood
4743.04,Brooklyn,NONE
7183.03,Manhattan,NONE
5225.02,Queens County,Ridgewood
8299.03,Manhattan,Hudson Heights
6929.01,Queens County,Astoria
4154.02,Brooklyn,NONE
7783.18,Manhattan,Morningside Heights
6587.04,Queens County,NONE
4199.12,Brooklyn,Prospect Heights
5036.06,Brooklyn,NONE
4804.02,Brooklyn,NONE
3523.06,Brooklyn,South Slope
7722.06,The Bronx,Mott Haven
8416.07,Manhattan,Fort George
8707.01,The Bronx,Bedford Park
7756.1,Manhattan,Manhattan Community Board 10
6599.01,Manhattan,Roosevelt Island
7981.16,Manhattan,Manhattan Community Board 9
5540.06,Queens County,Maspeth
8033.09,The Bronx,Melrose
3862.07,Brooklyn,Eastern Parkway
3223.07,Brooklyn,NONE
8472.06,The Bronx,Fordham
4663.06,Brooklyn,NONE
3984.02,Brooklyn,Eastern Parkway
4756.04,Brooklyn,Dumbo
7979.17,The Bronx,Bronx County
4821.06,Brooklyn,Dumbo
6617.02,Manhattan,Sutton
6286.02,Queens County,NONE
6019.04,Brooklyn,NONE
4801.04,Brooklyn,NONE
4748.07,Brooklyn,NONE
7898.03,Manhattan,Manhattan Community Board 10
8348.02,The Bronx,Morris Heights
7812.01,The Bronx,Bronx County
8307.05,The Bronx,Morris Heights
5134.09,Brooklyn,NONE
4789.03,Brooklyn,NONE
7845.06,The Bronx,Bronx County
6594.02,Queens County,Jackson Heights
6670.03,Queens County,Sunnyside Gardens
6505.09,Queens County,Queensbridge
6650.07,Manhattan,Sutton
8018.09,Manhattan,Manhattan Community Board 9
7511.19,Manhattan,Manhattan Community Board 11
8157.06,Manhattan,Manhattan Community Board 12
3759.07,Brooklyn,Crown Heights
4425.02,Brooklyn,Bedford-Stuyvesant
4474.01,Brooklyn,NONE
4222.02,Brooklyn,NONE
7340.06,Manhattan,NONE
5068.02,Brooklyn,NONE
8118.02,The Bronx,Morrisania
4169.04,Brooklyn,Red Hook
8362.02,The Bronx,Tremont
6140.05,Manhattan,Manhattan Community Board 4
7920.05,Manhattan,Columbus Circle
4519.04,Brooklyn,NONE
8543.01,Manhattan,Manhattan Community Board 12
6004.06,Manhattan,Manhattan Community Board 6
8579.05,Manhattan,Manhattan Community Board 12
5108.01,Brooklyn,NONE
7913.15,The Bronx,Melrose
5409.02,Queens County,Maspeth
5450.01,Brooklyn,NONE
5323.06,Brooklyn,NONE
8381.04,Manhattan,Hudson Heights
7243.04,Manhattan,Manhattan Community Board 8
5854.09,Manhattan,Manhattan Community Board 6
6679.11,Queens County,Sunnyside Gardens
7626.02,The Bronx,Port Morris
4077.07,Brooklyn,Carroll Gardens
8616.06,Manhattan,Manhattan Community Board 12
3538.09,Brooklyn,NONE
5442.09,Brooklyn,Greenpoint
4927.04,Brooklyn,Dumbo
3007.05,Brooklyn,NONE
6551.02,Manhattan,Manhattan Community Board 5
3376.02,Brooklyn,NONE
6960.1,Manhattan,Manhattan Community Board 8
5241.02,Brooklyn,NONE
4732.08,Brooklyn,NONE
7840.11,The Bronx,Mott Haven
7997.08,Manhattan,Hamilton Heights
8249.1,The Bronx,Tremont
7932.1,Manhattan,NONE
7976.08,Manhattan,NONE
7909.07,The Bronx,Bronx County
7579.01,Manhattan,East Harlem
5066.03,Queens County,Ridgewood
6915.02,Queens County,Steinway
7793.02,The Bronx,Melrose
5148.03,Brooklyn,Greenpoint
6209.08,Queens County,Sunnyside Gardens
8586.09,The Bronx,Fordham
5503.01,Brooklyn,NONE
5453.01,Manhattan,Manhattan Community Board 3
7059.01,Manhattan,Clinton
5779.08,Manhattan,Manhattan Community Board 6
5178.06,Brooklyn,NONE
3902.06,Brooklyn,Crown Heights
7855.03,Manhattan,NONE
4190.06,Brooklyn,Prospect Heights
5059.02,Brooklyn,NONE
6876.04,Manhattan,NONE
4850.04,Brooklyn,NONE
7971.07,Manhattan,NONE
6893.1,Queens County,Astoria
8054.04,Manhattan,Manhattan Community Board 9
2923.01,Brooklyn,NONE
7154.07,Manhattan,NONE
5018.06,Brooklyn,NONE
6490.02,Queens County,Corona
7650.05,Manhattan,Bloomingdale
5329.03,Manhattan,Manhattan Community Board 1
7840.05,The Bronx,Bronx County
4596.09,Brooklyn,NONE
6459.04,Manhattan,Manhattan Community Board 4
4634.02,Brooklyn,Clinton Hill
5250.05,Brooklyn,NONE
7646.04,Manhattan,Manhattan Community Board 9
6134.03,Queens County,Sunnyside Gardens
8016.07,The Bronx,Melrose
6072.06,Manhattan,Manhattan Community Board 2
6511.03,Queens County,Sunnyside Gardens
6618.02,Queens County,East Elmhurst
3931.09,Brooklyn,Red Hook
3169.07,Brooklyn,NONE
8676.01,The Bronx,Kingsbridge
6316.05,Queens County,Woodside
6399.06,Queens County,Jackson Heights
4322.06,Brooklyn,NONE
4483.1,Brooklyn,NONE
6857.09,Queens County,Astoria
8474.02,Manhattan,Fort George
3347.03,Brooklyn,NONE
8061.01,The Bronx,Bronx County
5922.07,Manhattan,Manhattan Community Board 2
5971.08,Manhattan,Gramercy
5983.04,Queens County,NONE
3532.02,Brooklyn,NONE
3460.01,Brooklyn,NONE
6435.02,Queens County,NONE
7391.02,Queens County,Steinway
4399.03,Brooklyn,NONE
2951.05,Kings County,Borough Park
5288.09,Manhattan,Manhattan Community Board 1
4568.01,Brooklyn,NONE
4285.09,Brooklyn,NONE
6016.06,Queens County,NONE
8356.02,The Bronx,Tremont
7858.02,The Bronx,Bronx County
5785.1,Brooklyn,NONE
6267.08,Queens County,Woodside
6819.15,Queens County,NONE
7052.01,Manhattan,NONE
5436.09,Manhattan,East Village
4956.02,Brooklyn,NONE
4628.05,Brooklyn,NONE
8494.06,The Bronx,Fordham
6682.03,Manhattan,Sutton
6468.01,Queens County,Woodside
4500.07,Brooklyn,Bedford-Stuyvesant
5051.02,Brooklyn,NONE
4013.08,Brooklyn,Red Hook
7414.17,Manhattan,Manhattan Community Board 11
3148.08,Brooklyn,NONE
6356.01,Queens County,NONE
5593.01,Manhattan,Manhattan Community Board 3
4217.06,Brooklyn,Gowanus
5300.05,Brooklyn,NONE
4637.07,Brooklyn,NONE
6039.06,Manhattan,Manhattan Community Board 2
5626.13,Manhattan,Manhattan Community Board 3
6937.07,Queens County,Astoria
4522.07,Brooklyn,NONE
7901.04,The Bronx,Bronx County
7712.04,The Bronx,Mott Haven
8060.01,The Bronx,Charlotte Gardens
7622.12,Manhattan,East Harlem
4348.07,Brooklyn,Columbia Street Waterfront District
7540.02,Manhattan,East Harlem
4095.1,Brooklyn,Red Hook
5125.07,Brooklyn,NONE
3847.04,Brooklyn,NONE
6667.04,Manhattan,Manhattan Community Board 5
6847.02,Manhattan,Manhattan Community Board 5
4890.11,Brooklyn,NONE
3552.09,Brooklyn,NONE
6526.01,Manhattan,Manhattan Community Board 5
6055.08,Manhattan,Flatiron District
5905.12,Manhattan,Manhattan Community Board 2
6912.01,Manhattan,Manhattan Community Board 5
4134.06,Brooklyn,NONE
7407.13,Manhattan,Manhattan Community Board 11
6364.07,Manhattan,Chelsea District
5391.06,Manhattan,Manhattan Community Board 1
7207.08,Manhattan,NONE
3668.04,Brooklyn,South Slope
6358.05,Queens County,Sunnyside Gardens
4437.01,Brooklyn,NONE
7602.05,Manhattan,Manhattan Community Board 10
5216.06,Manhattan,Manhattan Community Board 1
8213.01,The Bronx,Bronx County
7049.04,Manhattan,Manhattan Community Board 8
4659.02,Brooklyn,NONE
4846.01,Manhattan,Whitehall
3240.15,Brooklyn,NONE
3996.01,Brooklyn,Carroll Gardens
3087.01,Brooklyn,NONE
6747.07,Manhattan,Clinton
5051.01,Brooklyn,NONE
6879.04,Queens County,NONE
3376.04,Brooklyn,NONE
5204.05,Brooklyn,NONE
4526.01,Brooklyn,NONE
7260.09,Manhattan,NONE
4028.03,Brooklyn,Gowanus
4107.05,Brooklyn,NONE
6280.12,Manhattan,Manhattan Community Board 5
5400.05,Manhattan,Manhattan Community Board 1
3834.1,Brooklyn,NONE
4422.04,Brooklyn,Columbia Street Waterfront District
5679.08,Manhattan,University Village
4677.01,Brooklyn,NONE
5207.01,Manhattan,Manhattan Community Board 1
5523.02,Manhattan,Manhattan Community Board 3
7360.1,Manhattan,Manhattan Community Board 7
6224.05,Manhattan,Manhattan Community Board 4
4184.07,Brooklyn,Gowanus
3803.09,Brooklyn,NONE
6401.03,Queens County,Sunnyside Gardens
3952.07,Brooklyn,Crown Heights
4707.03,Brooklyn,Clinton Hill
4821.03,Brooklyn,Dumbo
3633.08,Brooklyn,NONE
4045.01,Brooklyn,Red Hook
5881.01,Queens County,NONE
3768.02,Brooklyn,Crown Heights
6720.07,Queens County,Sunnyside Gardens
4243.01,Brooklyn,Red Hook
5593.02,Manhattan,Manhattan Community Board 3
8491.07,Manhattan,Fort George
3498.09,Brooklyn,NONE
6398.08,Manhattan,Manhattan Community Board 5
2821.05,Brooklyn,NONE
4677.06,Brooklyn,Cobble Hill
4651.02,Brooklyn,Clinton Hill
4325.03,Brooklyn,Ocean Hill
4179.03,Brooklyn,Ocean Hill
8149.09,The Bronx,High Bridge
5033.01,Manhattan,Whitehall
5114.06,Manhattan,Manhattan Community Board 1
5093.01,Brooklyn,NONE
5626.06,Manhattan,Alphabet City
5805.05,Manhattan,University Village
4231.04,Brooklyn,Prospect Heights
7606.01,Manhattan,Manhattan Community Board 11
4025.02,Brooklyn,NONE
7152.1,Queens County,NONE
4840.06,Brooklyn,NONE
6545.07,Queens County,NONE
5276.04,Brooklyn,NONE
4148.07,Brooklyn,NONE
5300.06,Brooklyn,NONE
2898.01,Brooklyn,Kensington
4237.02,Brooklyn,Bedford-Stuyvesant
4170.08,Brooklyn,Ocean Hill
7344.01,Manhattan,Manhattan Community Board 8
7748.02,Manhattan,East Harlem
4110.1,Brooklyn,Carroll Gardens
7631.23,Manhattan,Manhattan Community Board 10
4596.05,Brooklyn,NONE
5190.09,Manhattan,Manhattan Community Board 3
3839.02,Brooklyn,Crown Heights
5922.04,Manhattan,Manhattan Community Board 2
5520.09,Brooklyn,Greenpoint
7538.14,Manhattan,Bloomingdale
8183.02,The Bronx,High Bridge
3400.04,Brooklyn,NONE
6683.01,Queens County,East Elmhurst
4697.01,Brooklyn,Bedford-Stuyvesant
8218.04,The Bronx,High Bridge
7654.04,The Bronx,Port Morris
3460.02,Brooklyn,NONE
6258.02,Queens County,NONE
8111.07,The Bronx,High Bridge
7443.17,Manhattan,Manhattan Community Board 11
7047.07,Queens County,Steinway
6212.08,Queens County,Hunters Point
5473.06,Brooklyn,NONE
7741.01,Manhattan,Manhattan Community Board 9
4990.02,Brooklyn,NONE
6462.19,Queens County,Court Square
6352.01,Queens County,Court Square
6668.06,Queens County,Jackson Heights
5280.02,Queens County,Middle Village
6260.04,Queens County,Sunnyside
6457.06,Queens County,Corona
5289.05,Queens County,Fresh Pond
5489.03,Brooklyn,NONE
7851.04,Manhattan,NONE
4470.09,Brooklyn,NONE
7726.02,The Bronx,Mott Haven
7180.02,Manhattan,Manhattan Community Board 8
4033.16,Brooklyn,NONE
3368.04,Brooklyn,NONE
8265.09,The Bronx,Tremont
3472.03,Brooklyn,NONE
7910.01,Manhattan,NONE
5004.02,Brooklyn,NONE
7991.01,The Bronx,Morrisania
3914.02,Brooklyn,NONE
4193.14,Brooklyn,Carroll Gardens
4692.01,Brooklyn,NONE
6518.08,Queens County,Jackson Heights
4138.04,Brooklyn,Ocean Hill
4140.03,Brooklyn,Bedford-Stuyvesant
6182.02,Manhattan,Manhattan Community Board 4
6314.02,Queens County,NONE
4668.08,Brooklyn,Brooklyn Navy Yard
5217.03,Queens County,Ridgewood
7057.07,Manhattan,Manhattan Community Board 8
4467.03,Brooklyn,Bedford-Stuyvesant
7175.05,Manhattan,Manhattan Community Board 7
4718.08,Brooklyn,NONE
8632.07,Manhattan,Manhattan Community Board 12
8179.03,The Bronx,High Bridge
7915.11,Manhattan,NONE
7853.01,The Bronx,Bronx County
8041.07,The Bronx,Bronx County
7599.02,Manhattan,Manhattan Community Board 11
8397.02,The Bronx,Tremont
8379.07,The Bronx,Fordham
7755.03,The Bronx,Mott Haven
8601.04,The Bronx,Fordham
6183.03,Queens County,NONE
8281.06,The Bronx,Tremont
8441.05,The Bronx,University Heights
5043.06,Brooklyn,NONE
4947.04,Brooklyn,NONE
3588.01,Brooklyn,Prospect Heights
4906.07,Brooklyn,NONE
5181.04,Manhattan,Lower East Side
8085.09,Manhattan,Manhattan Community Board 12
8130.02,The Bronx,High Bridge
4095.03,Brooklyn,Red Hook
4873.08,Brooklyn,NONE
5140.06,Brooklyn,NONE
3882.05,Brooklyn,NONE
4648.03,Brooklyn,NONE
8510.02,The Bronx,Fordham
4143.04,Brooklyn,Gowanus
4491.09,Brooklyn,NONE
5532.01,Manhattan,Manhattan Community Board 2
8441.01,The Bronx,Tremont
8096.03,The Bronx,High Bridge
4768.02,Brooklyn,NONE
5145.02,Manhattan,Whitehall
7820.05,The Bronx,Hunts Point
8096.02,The Bronx,High Bridge
5010.02,Brooklyn,NONE
8004.03,The Bronx,Bronx County
8009.05,Manhattan,NONE
3771.06,Brooklyn,NONE
4617.01,Brooklyn,NONE
3448.02,Brooklyn,NONE
7940.02,The Bronx,Melrose
4362.04,Brooklyn,NONE
8172.07,Manhattan,Manhattan Community Board 12
8752.01,The Bronx,Bedford Park
4784.02,Brooklyn,NONE
3893.03,Brooklyn,Eastern Parkway
7543.15,Manhattan,Manhattan Community Board 11
3155.01,Brooklyn,NONE
5288.08,Manhattan,Manhattan Community Board 1
6711.13,Queens County,Steinway
6453.02,Queens County,NONE
6349.03,Queens County,Woodside
3981.1,Brooklyn,Red Hook
5687.11,Manhattan,University Village
4258.07,Brooklyn,Gowanus
6806.06,Queens County,NONE
3379.03,Brooklyn,South Slope
8462.09,The Bronx,University Heights
3117.05,Brooklyn,NONE
3166.03,Brooklyn,NONE
6520.07,Queens County,Sunnyside Gardens
8362.09,The Bronx,Tremont
7745.07,Manhattan,Manhattan Community Board 9
4517.03,Brooklyn,NONE
6509.07,Queens County,NONE
7648.16,Manhattan,East Harlem
4450.06,Brooklyn,NONE
5076.04,Brooklyn,NONE
3135.04,Kings County,Windsor Terrace
3911.05,Brooklyn,Eastern Parkway
3192.05,Brooklyn,NONE
5433.03,Brooklyn,Greenpoint
4656.03,Brooklyn,NONE
4446.01,Brooklyn,NONE
4225.14,Brooklyn,Carroll Gardens
6013.12,Manhattan,Gramercy
6441.02,Manhattan,Garment District
4131.03,Brooklyn,NONE
4124.04,Brooklyn,Bedford-Stuyvesant
4196.01,Brooklyn,Bedford-Stuyvesant
8403.02,The Bronx,Tremont
7327.01,Manhattan,Manhattan Community Board 11
5542.04,Brooklyn,Greenpoint
8205.05,The Bronx,Charlotte Gardens
3885.06,Brooklyn,NONE
6840.02,Queens County,East Elmhurst
8550.04,The Bronx,Tremont
8571.02,The Bronx,University Heights
6733.01,Queens County,East Elmhurst
3243.02,Brooklyn,NONE
5034.03,Queens County,Ridgewood
7286.02,Manhattan,Manhattan Community Board 8
8667.01,The Bronx,Bedford Park
3275.03,Brooklyn,NONE
4261.03,Brooklyn,NONE
6234.04,Queens County,Woodside
8428.05,The Bronx,Morris Heights
8020.01,The Bronx,Bronx County
6098.1,Manhattan,Flatiron District
6300.04,Queens County,NONE
5359.11,Manhattan,Manhattan Community Board 1
5335.03,Manhattan,Lower East Side
6072.11,Manhattan,Manhattan Community Board 4
5097.02,Queens,Ridgewood
7935.07,The Bronx,Melrose
4310.06,Brooklyn,Bedford-Stuyvesant
4307.13,Brooklyn,Carroll Gardens
4856.05,Brooklyn,NONE
6417.04,Queens County,Woodside
6276.05,Queens County,Woodside
5616.08,Manhattan,Alphabet City
8795.01,The Bronx,Norwood
7751.05,The Bronx,Port Morris
5473.03,Brooklyn,Greenpoint
4751.01,Brooklyn,NONE
7830.03,The Bronx,Bronx County
7657.03,The Bronx,Mott Haven
6340.09,Queens County,NONE
5168.04,Queens,Ridgewood
6964.05,Queens County,Steinway
7883.09,The Bronx,Hunts Point
6869.1,Queens County,East Elmhurst
3138.09,Brooklyn,NONE
6092.01,Queens County,NONE
6134.13,Queens County,NONE
7137.04,Queens County,Steinway
7798.02,The Bronx,Mott Haven
8435.04,The Bronx,Fordham
8126.07,The Bronx,High Bridge
3972.08,Brooklyn,Red Hook
8799.01,The Bronx,Bronx County
7220.01,Queens County,Steinway
3457.03,Brooklyn,NONE
8327.15,The Bronx,Morris Heights
3779.02,Brooklyn,South Slope
4883.03,Brooklyn,NONE
3850.03,Brooklyn,NONE
7567.06,Manhattan,Manhattan Community Board 11
7952.02,The Bronx,Melrose
8088.01,The Bronx,Morrisania
7931.05,The Bronx,Melrose
4196.05,Brooklyn,Bedford-Stuyvesant
7202.07,Queens County,Steinway
4066.15,Brooklyn,NONE
4432.1,Brooklyn,NONE
4735.03,Brooklyn,NONE
8216.02,The Bronx,Charlotte Gardens
7807.04,The Bronx,Bronx County
4528.01,Brooklyn,Clinton Hill
4591.04,Brooklyn,NONE
5057.07,Queens,Ridgewood
6149.02,Queens County,Woodside
6167.03,Queens County,Sunnyside Gardens
7113.08,Manhattan,Manhattan Community Board 8
7925.04,Manhattan,Manhattanville
5282.02,Brooklyn,NONE
4762.05,Brooklyn,Brooklyn Navy Yard
5481.04,Brooklyn,Greenpoint
6239.08,Manhattan,Manhattan Community Board 6
6659.03,Manhattan,Manhattan Community Board 5
8024.05,The Bronx,Bronx County
4330.09,Brooklyn,Gowanus
3940.04,Brooklyn,Red Hook
5073.07,Manhattan,Whitehall
8049.05,Manhattan,Sugar Hill
3853.02,Brooklyn,NONE
7945.07,The Bronx,Bronx County
7032.06,Queens County,NONE
8210.01,Manhattan,Manhattan Community Board 12
5656.03,Brooklyn,Greenpoint
6873.01,Queens County,Ravenswood
8715.01,Manhattan,Manhattan Community Board 12
3278.07,Brooklyn,NONE
6563.12,Queens County,NONE
7186.15,Queens County,Astoria
5851.01,Brooklyn,NONE
8138.07,Manhattan,Manhattan Community Board 12
7849.1,The Bronx,Bronx County
6101.11,Queens County,NONE
3822.08,Brooklyn,Eastern Parkway
7233.05,Queens County,Steinway
7691.05,The Bronx,Mott Haven
7062.07,Queens County,Astoria
6743.06,Queens County,NONE
7790.04,Manhattan,NONE
7163.07,Queens County,Steinway
3050.03,Kings County,Borough Park
4963.13,Queens County,Ridgewood
7942.21,Manhattan,Hamilton Heights
5636.11,Manhattan,Manhattan Community Board 2
7293.1,Manhattan,Carnegie Hill
6779.04,Manhattan,Manhattan Community Board 5
5065.12,Manhattan,Whitehall
8520.01,The Bronx,University Heights
7026.08,Queens County,Astoria
6814.01,Manhattan,Roosevelt Island
3736.04,Brooklyn,Crown Heights
5539.06,Manhattan,Manhattan Community Board 1
3266.01,Brooklyn,NONE
3950.03,Brooklyn,Eastern Parkway
4263.12,Brooklyn,Prospect Heights
4327.09,Brooklyn,Bedford-Stuyvesant
6966.04,Queens County,Astoria
8175.06,The Bronx,Melrose
4904.03,Queens County,Fresh Pond Junction
8226.07,Manhattan,Manhattan Community Board 12
3814.01,Brooklyn,NONE
5550.09,Brooklyn,Greenpoint
4497.09,Brooklyn,Cobble Hill
5170.01,Brooklyn,NONE
4672.01,Brooklyn,NONE
8064.03,The Bronx,Morrisania
6688.01,Queens County,Ravenswood
6569.08,Manhattan,Manhattan Community Board 4
5247.1,Manhattan,Manhattan Community Board 1
3220.01,Brooklyn,NONE
4513.09,Brooklyn,NONE
7970.05,The Bronx,Morrisania
4137.1,Brooklyn,Red Hook
6450.12,Manhattan,Chelsea District
4298.05,Brooklyn,Cobble Hill
5273.01,Brooklyn,NONE
5721.07,Manhattan,University Village
3515.01,Brooklyn,South Slope
8152.03,The Bronx,Morrisania
6429.01,Queens County,Queensbridge
4074.14,Brooklyn,NONE
7737.06,The Bronx,Bronx County
4962.01,Manhattan,Whitehall
4994.1,Queens,Ridgewood
7962.01,The Bronx,Bronx County
7992.04,Manhattan,NONE
8583.02,Manhattan,Manhattan Community Board 12
4098.06,Brooklyn,Crown Heights
5548.01,Queens County,Maspeth
7769.06,Manhattan,East Harlem
8187.04,Manhattan,Manhattan Community Board 12
3776.05,Brooklyn,NONE
5506.1,Manhattan,East Village
8191.01,Manhattan,Manhattan Community Board 12
3180.09,Brooklyn,NONE
4792.03,Brooklyn,NONE
8194.06,The Bronx,Bronx County
7844.05,The Bronx,Hunts Point
5176.04,Queens County,Ridgewood
7876.07,Manhattan,NONE
7514.01,Manhattan,Manhattan Community Board 11
4798.02,Queens County,Ridgewood
3093.07,Brooklyn,NONE
3463.01,Brooklyn,NONE
6471.02,Queens County,Queensbridge
6401.01,Queens County,Sunnyside Gardens
4700.06,Brooklyn,NONE
6379.03,Manhattan,Beekman
5354.01,Brooklyn,NONE
3925.03,Brooklyn,NONE
6529.02,Queens County,Sunnyside Gardens
6475.07,Queens County,Jackson Heights
4590.01,Manhattan,Nolan Park
4921.04,Queens County,Ridgewood
3300.06,Brooklyn,NONE
6827.11,Queens County,NONE
6626.01,Manhattan,Manhattan Community Board 5
7522.02,Manhattan,Manhattan Community Board 11
4064.03,Brooklyn,Ocean Hill
5883.06,Queens County,Blissville
8115.01,The Bronx,High Bridge
4663.02,Brooklyn,NONE
7060.02,Queens County,Steinway
4707.04,Brooklyn,NONE
3596.04,Brooklyn,South Slope
5099.03,Brooklyn,NONE
6227.02,Queens County,Sunnyside
4237.01,Brooklyn,Bedford-Stuyvesant
6442.08,Queens County,Jackson Heights
3879.04,Brooklyn,NONE
3699.07,Brooklyn,South Slope
5146.03,Queens County,Ridgewood
6131.13,Manhattan,Manhattan Community Board 5
3803.05,Brooklyn,NONE
4640.01,Brooklyn,NONE
5082.08,Brooklyn,NONE
8320.01,Manhattan,Manhattan Community Board 12
8072.06,The Bronx,Melrose
3922.02,Brooklyn,NONE
8206.17,Manhattan,Manhattan Community Board 12
7304.08,Manhattan,Manhattan Community Board 7
4513.06,Brooklyn,NONE
5419.04,Brooklyn,NONE
8290.01,The Bronx,Morris Heights
3256.04,Brooklyn,NONE
8025.01,The Bronx,Bronx County
3728.04,Brooklyn,Crown Heights
7910.1,Manhattan,NONE
8114.02,The Bronx,Charlotte Gardens
7703.14,The Bronx,Port Morris
4077.04,Brooklyn,Carroll Gardens
5644.05,Manhattan,Manhattan Community Board 2
6567.03,Queens County,NONE
7032.02,Queens County,NONE
8366.06,The Bronx,Morris Heights
6234.01,Queens County,Woodside
3460.05,Brooklyn,NONE
4220.02,Brooklyn,NONE
6058.08,Queens County,NONE
8682.06,The Bronx,Bedford Park
6825.03,Queens County,NONE
8100.01,Manhattan,NONE
6596.1,Queens County,Sunnyside Gardens
5270.07,Manhattan,Manhattan Community Board 3
5575.13,Manhattan,East Village
5084.03,Brooklyn,NONE
4953.04,Manhattan,Whitehall
3736.03,Brooklyn,NONE
2961.05,Kings County,Borough Park
4689.08,Brooklyn,Bedford-Stuyvesant
7809.13,Manhattan,East Harlem
3263.01,Brooklyn,NONE
4151.01,Brooklyn,Carroll Gardens
6810.01,Queens County,NONE
3856.03,Brooklyn,Prospect Heights
3303.03,Brooklyn,Kensington
8703.05,The Bronx,Bedford Park
5922.08,Manhattan,Manhattan Community Board 2
6164.09,Manhattan,Manhattan Community Board 6
5128.04,Manhattan,Manhattan Community Board 3
6435.03,Queens County,Sunnyside Gardens
7863.03,The Bronx,Bronx County
4087.01,Brooklyn,Broadway Junction
3585.06,Brooklyn,NONE
7230.1,Manhattan,Manhattan Community Board 7
8547.04,Manhattan,Manhattan Community Board 12
8358.03,Manhattan,Hudson Heights
3620.02,Brooklyn,NONE
7735.23,Manhattan,East Harlem
8456.02,The Bronx,Fordham
7723.01,Manhattan,Manhattan Community Board 10
7488.24,Manhattan,NONE
3306.03,Brooklyn,NONE
7957.11,The Bronx,Bronx County
3943.03,Brooklyn,Eastern Parkway
4719.04,Queens County,Glendale
8012.04,The Bronx,Morrisania
8563.06,Manhattan,Manhattan Community Board 12
7870.02,The Bronx,Melrose
7741.04,Manhattan,Manhattan Community Board 9
5992.02,Queens County,Sunnyside
7872.03,Manhattan,NONE
5510.02,Queens County,Maspeth
8209.01,The Bronx,Bronx County
6660.05,Queens County,East Elmhurst
3871.02,Brooklyn,Eastern Parkway
5579.02,Queens County,Maspeth
4057.04,Brooklyn,Crown Heights
3178.02,Brooklyn,NONE
3512.03,Brooklyn,NONE
8057.02,The Bronx,Bronx County
7816.14,The Bronx,Mott Haven
6729.02,Queens County,NONE
7803.02,The Bronx,Mott Haven
3019.03,Brooklyn,NONE
4023.01,Brooklyn,Ocean Hill
7712.06,The Bronx,Mott Haven
7719.13,The Bronx,Port Morris
7034.09,Queens County,Astoria
8353.09,Manhattan,Manhattan Community Board 12
8190.03,The Bronx,Bronx County
7504.19,Manhattan,Manhattan Community Board 11
